0,wrd_length,total_char,syl_count,syl_sum,sentiment,cluster_20,cluster_3_syl,cluster_3no_syl,cluster_5
Ferrati and Haines picked up the captain by his arms and legs.,"[7, 3, 6, 6, 2, 3, 7, 2, 3, 4, 3, 4]",50,"[3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1]",15,0.0,6,1,1,1
"Though he would have been heavy on Earth, his weight on Mars was very slight, and each man knew he was capable of carrying great loads with his Earth-attuned muscles.","[6, 2, 5, 4, 4, 5, 2, 5, 3, 6, 2, 4, 3, 4, 6, 3, 4, 3, 4, 2, 3, 7, 2, 8, 5, 5, 4, 3, 13, 7]",134,"[1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 4, 1]",41,0.145833333333,4,0,0,3
"Then, in single file, they left the cellar and came out of the doorway of the building.","[4, 2, 6, 4, 4, 4, 3, 6, 3, 4, 3, 2, 3, 7, 2, 3, 8]",68,"[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2]",20,-0.0357142857143,15,1,1,0
As they emerged they were stopped short.,"[2, 4, 7, 4, 4, 7, 5]",33,"[1, 1, 2, 1, 1, 1, 1]",8,0.0,6,1,1,1
Surrounding them was a tremendous and growing crowd of Martians.,"[11, 4, 3, 1, 10, 3, 7, 5, 2, 8]",54,"[3, 1, 1, 1, 3, 1, 2, 1, 1, 3]",17,0.333333333333,17,1,1,2
"A solid wall of shell-like faces stared at them, and a small forest of short antennae waved and flickered in great agitation.","[1, 5, 4, 2, 10, 5, 6, 2, 4, 3, 1, 5, 6, 2, 5, 8, 5, 3, 9, 2, 5, 9]",102,"[1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 4]",31,0.1375,1,0,0,3
"As they pushed their way with great difficulty toward the jeep, the crowd began to sway, as if in anger.","[2, 4, 6, 5, 3, 4, 5, 10, 6, 3, 4, 3, 5, 5, 2, 4, 2, 2, 2, 5]",82,"[1, 1, 1, 1, 1, 1, 2, 4, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2]",27,0.05,2,0,0,0
"Now, for the first time, they heard the creatures make a noise--a sort of humming and buzzing like angered bees.","[3, 3, 3, 5, 4, 4, 5, 3, 9, 4, 1, 5, 1, 4, 2, 7, 3, 7, 4, 7, 4]",88,"[1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 0]",26,-0.25,18,0,0,0
"""They see us now,"" muttered Haines.","[4, 3, 2, 3, 8, 6]",26,"[1, 1, 1, 1, 2, 1]",7,0.0,10,1,1,1
"""I don't like it.""","[1, 2, 3, 4, 2]",12,"[1, 1, 0, 1, 1]",4,0.0,10,1,1,1
"""The Sun-tap builders did it,"" said Burl.","[3, 7, 8, 3, 2, 4, 4]",31,"[1, 2, 2, 1, 1, 1, 1]",9,0.0,6,1,1,1
"""They must have booby-trapped the place against intruders.","[4, 4, 4, 13, 3, 5, 7, 9]",49,"[1, 1, 1, 3, 1, 1, 2, 3]",13,0.0,6,1,1,1
The globe that got Boulton must have set off some sort of vibration that enrages these creatures.,"[3, 5, 4, 3, 7, 4, 4, 3, 3, 4, 4, 2, 9, 4, 7, 5, 9]",80,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 3]",23,0.0,15,1,1,0
"And it looks as if we're the victims.""","[3, 2, 5, 2, 2, 2, 3, 3, 7]",29,"[1, 1, 1, 1, 1, 1, 0, 1, 2]",9,0.0,6,1,1,1
"As they reached their jeep, the encircling mass of Martians moved forward.","[2, 4, 7, 5, 4, 3, 10, 4, 2, 8, 5, 7]",61,"[1, 1, 2, 1, 1, 1, 3, 1, 1, 3, 1, 2]",18,0.0,15,1,1,0
"The humming rose to a higher pitch, and then the mob, with the berserk ferocity of a swarm of bees, lunged toward them.","[3, 7, 4, 2, 1, 6, 5, 3, 4, 3, 3, 4, 3, 7, 8, 2, 1, 5, 2, 4, 6, 6, 4]",93,"[1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 4, 1, 1, 1, 1, 0, 1, 2, 1]",29,0.425,11,0,0,2
Chapter 12.,"[7, 2]",9,"[2, 0]",2,0.0,10,1,1,1
"_At Rope's End_   With Boulton lying across the back seat, the four men acted simultaneously.","[2, 4, 2, 3, 4, 7, 5, 6, 3, 4, 4, 3, 4, 3, 5, 14]",73,"[1, 1, 0, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 5]",22,0.0,15,1,1,0
"Thinking only of self-defense, they drew their pistols and fired point-blank into the monsters attacking them.","[8, 4, 2, 12, 4, 4, 5, 7, 3, 5, 11, 4, 3, 8, 9, 4]",93,"[2, 2, 1, 3, 1, 1, 1, 2, 1, 1, 2, 2, 1, 2, 3, 1]",26,0.0,2,0,0,0
"As the men emptied their guns, the Martians in front stumbled, fell, rolled over, or began to run aimlessly as the heavy slugs tore through them.","[2, 3, 3, 7, 5, 4, 3, 8, 2, 5, 8, 4, 6, 4, 2, 5, 2, 3, 9, 2, 3, 5, 5, 4, 7, 4]",115,"[1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 3, 1, 1, 3, 1, 1, 1, 1]",35,-0.2,13,0,0,0
"They were not easy to kill--which was to be expected of creatures without much of a central consciousness--but on the other hand, once struck or injured, they seemed to lose contact with their fellows and to act wholly without direction.","[4, 4, 3, 4, 2, 4, 5, 3, 2, 2, 8, 2, 9, 7, 4, 2, 1, 7, 13, 3, 2, 3, 5, 4, 4, 6, 2, 7, 4, 6, 2, 4, 7, 4, 5, 7, 3, 2, 3, 6, 7, 9]",191,"[1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 3, 2, 1, 1, 1, 2, 3, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 3]",59,-0.110416666667,12,0,0,3
"They plunged wildly into each other, and before the men in the jeep had finished their barrage, the clearing was a milling, confused mob.","[4, 7, 6, 4, 4, 5, 3, 6, 3, 3, 2, 3, 4, 3, 8, 5, 7, 3, 8, 3, 1, 7, 8, 3]",110,"[1, 1, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 3, 1, 1, 2, 2, 1]",35,-0.141666666667,13,0,0,0
"Body clashed against body, legs scrambled under legs, and the angry buzz was now lost amid the clattering and banging of shell against shell.","[4, 7, 7, 4, 4, 9, 5, 4, 3, 3, 5, 4, 3, 3, 4, 4, 3, 10, 3, 7, 2, 5, 7, 5]",115,"[2, 1, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 3, 1, 2, 1, 1, 2, 1]",34,-0.5,13,0,0,0
"Haines slid into the front seat behind the steering wheel, stepped on the gas, and drove toward a momentary gap in the mob.","[6, 4, 4, 3, 5, 4, 6, 3, 8, 5, 7, 2, 3, 3, 3, 5, 6, 1, 9, 3, 2, 3, 3]",98,"[1, 1, 2, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 4, 1, 1, 1, 1]",31,-0.4,13,0,0,0
"The jeep tore through, raced around the corner, and headed down an empty street.","[3, 4, 4, 7, 5, 6, 3, 6, 3, 6, 4, 2, 5, 6]",64,"[1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 1]",18,-0.127777777778,15,1,1,0
"Crouching in the back, Burl, Russ, and Ferrati hastily reloaded.","[9, 2, 3, 4, 4, 4, 3, 7, 7, 8]",51,"[2, 1, 1, 1, 1, 1, 1, 3, 3, 2]",16,0.0,15,1,1,1
"""We can't let ourselves get stopped, or even hole up.","[2, 2, 3, 3, 9, 3, 7, 2, 4, 4, 2]",41,"[1, 1, 0, 1, 2, 1, 1, 1, 2, 1, 1]",12,0.0,6,1,1,1
"That A-bomb's going to go off in about twenty minutes, and we'd better be back at the ship before then,"" cried Russ.","[4, 6, 2, 5, 2, 2, 3, 2, 5, 6, 7, 3, 2, 2, 6, 2, 4, 2, 3, 4, 6, 4, 5, 4]",91,"[1, 2, 0, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 0, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1]",28,0.25,1,0,0,2
"As they bumped along, they noticed that the Martians who came within fifty feet of their jeep suddenly stopped whatever they were doing and turned toward them, hostile.","[2, 4, 6, 5, 4, 7, 4, 3, 8, 3, 4, 6, 5, 4, 2, 5, 4, 8, 7, 8, 4, 4, 5, 3, 6, 6, 4, 7]",138,"[1, 1, 1, 2, 1, 2, 1, 1, 3, 1, 1, 2, 2, 1, 1, 1, 1, 3, 1, 3, 1, 1, 1, 1, 1, 2, 1, 2]",40,0.0,4,0,0,3
They were like a stick drawn along among bees--as they traveled they left fury in their wake.,"[4, 4, 4, 1, 5, 5, 5, 5, 4, 2, 4, 8, 4, 4, 4, 2, 5, 4]",74,"[1, 1, 1, 1, 1, 1, 2, 2, 0, 1, 1, 2, 1, 1, 2, 1, 1, 1]",21,0.0,15,1,1,0
"""It must be Boulton,"" Russ yelled to Burl above the roar of their passage.","[2, 4, 2, 7, 4, 6, 2, 4, 5, 3, 4, 2, 5, 7]",57,"[1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2]",17,0.0,15,1,1,1
"""He must be charged with the irritating vibration.""","[2, 4, 2, 7, 4, 3, 10, 9]",41,"[1, 1, 1, 1, 1, 1, 4, 3]",13,-0.4,8,1,1,0
Burl nodded as he looked back.,"[4, 6, 2, 2, 6, 4]",24,"[1, 1, 1, 1, 1, 1]",6,0.0,10,1,1,1
"The Martians had started after them on foot, and could lope fast when they wanted to.","[3, 8, 3, 7, 5, 4, 2, 4, 3, 5, 4, 4, 4, 4, 6, 2]",68,"[1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",19,0.2,16,1,1,2
"""They've got some sort of organized action going,"" he called to Haines.","[4, 3, 3, 4, 4, 2, 9, 6, 5, 2, 6, 2, 6]",56,"[1, 0, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1]",15,0.1,15,1,1,1
"""I think it's steam carts!""","[1, 5, 2, 2, 5, 5]",20,"[1, 1, 1, 0, 2, 1]",6,0.0,10,1,1,1
"""The mass mind caught on fast,"" said Russ.","[3, 4, 4, 6, 2, 4, 4, 4]",31,"[1, 1, 1, 1, 1, 1, 1, 1]",8,0.2,9,1,1,1
"""And look!","[3, 4]",7,"[1, 1]",2,0.0,10,1,1,1
"They're warned in advance now!""","[4, 3, 6, 2, 7, 3]",25,"[1, 0, 1, 1, 2, 1]",6,0.0,10,1,1,1
"They were nearing the edge of the city, and looming before them, blocking their right-of-way, were two steam carts--big ones carrying a large number of Martians.","[4, 4, 7, 3, 4, 2, 3, 4, 3, 7, 6, 4, 8, 5, 12, 4, 3, 5, 5, 3, 4, 8, 1, 5, 6, 2, 8]",130,"[1, 1, 3, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 1, 3, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 3]",40,0.214285714286,1,0,0,3
They were holding metallic rods and instruments in their hand-members.,"[4, 4, 7, 8, 4, 3, 11, 2, 5, 12]",60,"[1, 1, 2, 3, 1, 1, 3, 1, 1, 3]",17,0.0,15,1,1,0
Ferrati opened a chest built against the back of the seat and took out a light machine gun.,"[7, 6, 1, 5, 5, 7, 3, 4, 2, 3, 4, 3, 4, 3, 1, 5, 7, 3]",73,"[3, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1]",24,0.2,16,0,0,2
"Climbing into the front, next to Haines, he kneeled down behind the windshield, raised the gun, and blazed away.","[8, 4, 3, 5, 4, 2, 6, 2, 7, 4, 6, 3, 10, 6, 3, 3, 3, 6, 4]",89,"[2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 2]",25,-0.185185185185,18,0,0,0
"The steam carts suddenly swerved, one after the other, ran wildly into the side of a building, and turned over.","[3, 5, 5, 8, 7, 3, 5, 3, 5, 3, 6, 4, 3, 4, 2, 1, 8, 3, 6, 4]",88,"[1, 2, 1, 3, 1, 1, 2, 1, 2, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2]",29,-0.00833333333333,2,0,0,0
"The jeep roared past them, raced across the last hundred feet of city paving and out onto the desert.","[3, 4, 6, 4, 4, 5, 6, 3, 4, 7, 4, 2, 4, 6, 3, 3, 4, 3, 6]",81,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 2]",24,-0.125,18,1,1,0
"Haines had to slow down to navigate safely the uneven layers of barren soil, rock and sand.","[6, 3, 2, 4, 4, 2, 8, 6, 3, 6, 6, 2, 6, 4, 4, 3, 4]",73,"[1, 1, 1, 1, 1, 1, 3, 3, 1, 3, 1, 1, 2, 1, 1, 1, 1]",24,-0.0388888888889,15,1,1,0
Burl holstered his gun and reached across for one of the abandoned walkie-talkies.,"[4, 9, 3, 3, 3, 7, 6, 3, 3, 2, 3, 9, 14]",69,"[1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 3, 5]",22,0.0,15,1,1,0
"In the excitement of their exit, none had noticed the change in the Martian scenery.","[2, 3, 10, 2, 5, 4, 4, 3, 7, 3, 6, 2, 3, 7, 7]",68,"[1, 1, 4, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 3, 3]",24,0.0,15,1,1,0
"But now it occurred to Burl that the day was distinctly lighter, and he fancied the Sun--small though it was--felt warmer.","[3, 3, 2, 8, 2, 4, 4, 3, 3, 3, 10, 7, 3, 2, 7, 3, 3, 5, 6, 2, 3, 4, 6]",96,"[1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2]",29,0.3,1,0,0,2
"The Sun-tap demolished, this was to be expected, and by the same token, radio communication should now be practical.","[3, 7, 10, 4, 3, 2, 2, 8, 3, 2, 3, 4, 5, 5, 13, 6, 3, 2, 9]",94,"[1, 2, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 5, 1, 1, 1, 3]",31,-0.05,2,0,0,0
"Sure enough, he got Lockhart's voice at once.","[4, 6, 2, 3, 8, 2, 5, 2, 4]",36,"[1, 2, 1, 1, 2, 0, 1, 1, 1]",10,0.25,9,1,1,2
"Hastily, he warned the commander of what had happened.","[7, 2, 6, 3, 9, 2, 4, 3, 8]",44,"[3, 1, 1, 1, 3, 1, 1, 1, 2]",14,0.0,6,1,1,1
"As they drew nearer the _Magellan_, the great spaceship lowered toward the ground and let down its grapples and ladders.","[2, 4, 4, 6, 3, 8, 3, 5, 9, 7, 6, 3, 6, 3, 3, 4, 3, 8, 3, 7]",97,"[1, 1, 1, 3, 1, 3, 1, 2, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2]",30,0.322222222222,1,0,0,2
Burl saw that there was no time to be lost.,"[4, 3, 4, 5, 3, 2, 4, 2, 2, 4]",33,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",10,0.0,6,1,1,1
A stream of Martians and steam carts was pouring out of the city on their trail.,"[1, 6, 2, 8, 3, 5, 5, 3, 7, 3, 2, 3, 4, 2, 5, 5]",64,"[1, 2, 1, 3, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1]",22,0.0,15,1,1,0
They reached the spaceship and slammed to a halt.,"[4, 7, 3, 9, 3, 7, 2, 1, 4]",40,"[1, 2, 1, 3, 1, 1, 1, 1, 1]",12,0.0,6,1,1,1
The men leaped out.,"[3, 3, 6, 3]",15,"[1, 1, 2, 1]",5,0.0,10,1,1,1
"Burl and Russ lifted Boulton's unconscious body from the jeep and, between them, managed to hoist him awkwardly up the dangling rope ladder.","[4, 3, 4, 6, 7, 2, 11, 4, 4, 3, 4, 3, 7, 4, 7, 2, 5, 3, 9, 2, 3, 8, 4, 6]",115,"[1, 1, 1, 1, 2, 0, 3, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 3, 1, 1, 2, 1, 2]",33,-0.6,5,0,0,0
"The others hooked grapples onto the jeep, and when it was secure, leaped for safety themselves.","[3, 6, 6, 8, 4, 3, 4, 3, 4, 2, 3, 6, 6, 3, 6, 10]",77,"[1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 3, 2]",23,0.4,11,0,0,2
"As the first of the Martian steam carts was almost on them, the _Magellan_ lifted into the air.","[2, 3, 5, 2, 3, 7, 5, 5, 3, 6, 2, 4, 3, 8, 6, 4, 3, 3]",74,"[1, 1, 1, 1, 1, 3, 2, 1, 1, 2, 1, 1, 1, 3, 1, 2, 1, 1]",25,0.25,16,0,0,2
It rose high above the surface and swung off into the desert.,"[2, 4, 4, 5, 3, 7, 3, 5, 3, 4, 3, 6]",49,"[1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 2]",16,0.253333333333,9,1,1,2
The Martians drew to a halt.,"[3, 8, 4, 2, 1, 4]",22,"[1, 3, 1, 1, 1, 1]",8,0.0,10,1,1,1
"Burl, looking down from the doorway of the cargo hatch, could see them milling aimlessly around.","[4, 7, 4, 4, 3, 7, 2, 3, 5, 5, 5, 3, 4, 7, 9, 6]",78,"[1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 3, 2]",23,-0.155555555556,18,1,1,0
"None, he noticed, ever glanced up.","[4, 2, 7, 4, 7, 2]",26,"[1, 1, 2, 2, 1, 1]",8,0.0,10,1,1,1
"Air flight, apparently, was an inconceivable phenomenon to them.","[3, 6, 10, 3, 2, 13, 10, 2, 4]",53,"[1, 1, 4, 1, 1, 4, 4, 1, 1]",18,0.05,15,1,1,1
"After the jeep had been pulled into the cargo hold and secured, the outer ports were sealed.","[5, 3, 4, 3, 4, 6, 4, 3, 5, 4, 3, 7, 3, 5, 5, 4, 6]",74,"[2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 1, 2]",23,0.0,15,1,1,0
"When everyone was safely in the inner sphere, the _Magellan_ drew away from Mars and started on the next lap of its long mission.","[4, 8, 3, 6, 2, 3, 5, 6, 3, 8, 4, 4, 4, 4, 3, 7, 2, 3, 4, 3, 2, 3, 4, 7]",102,"[1, 3, 1, 3, 1, 1, 2, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",33,0.1125,1,0,0,3
Boulton was carefully examined.,"[7, 3, 9, 8]",27,"[2, 1, 4, 3]",10,-0.1,0,1,1,1
Nothing could be made of his condition.,"[7, 5, 2, 4, 2, 3, 9]",32,"[2, 1, 1, 1, 1, 1, 3]",10,0.0,6,1,1,1
"He seemed to bear no physical hurt, although he slept on.","[2, 6, 2, 4, 2, 8, 4, 8, 2, 5, 2]",45,"[1, 1, 1, 2, 1, 3, 1, 2, 1, 1, 1]",15,0.0,6,1,1,1
"He was placed in his bunk, and there he rested, breathing slowly, temperature normal, dormant.","[2, 3, 6, 2, 3, 4, 3, 5, 2, 6, 9, 6, 11, 6, 7]",75,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 4, 2, 2]",23,-0.075,15,1,1,0
"The life of the spaceship resumed, for the time being, without him.","[3, 4, 2, 3, 9, 7, 3, 3, 4, 5, 7, 3]",53,"[1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 2, 1]",16,0.0,15,1,1,1
"The next port of call was Jupiter, and that presented problems of its own.","[3, 4, 4, 2, 4, 3, 7, 3, 4, 9, 8, 2, 3, 3]",59,"[1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 2, 1, 1, 1]",18,0.3,16,1,1,2
"Between Mars and Jupiter was the great asteroid belt, a region of many thousands of tiny planetoids, ranging in size from worldlets of two or three hundred miles in diameter down to rocks the size of footballs.","[7, 4, 3, 7, 3, 3, 5, 8, 4, 1, 6, 2, 4, 9, 2, 4, 10, 7, 2, 4, 4, 9, 2, 3, 2, 5, 7, 5, 2, 8, 4, 2, 5, 3, 4, 2, 9]",171,"[2, 1, 1, 3, 1, 1, 2, 3, 1, 1, 2, 1, 2, 2, 1, 2, 3, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 2]",55,0.286111111111,19,0,0,3
"""The debris of an exploded planet,"" was the comment Russ made to Burl.","[3, 6, 2, 2, 8, 6, 3, 3, 7, 4, 4, 2, 4]",54,"[1, 2, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1]",17,0.0,15,1,1,1
"""That's the most likely explanation.","[4, 2, 3, 4, 6, 11]",30,"[1, 0, 1, 1, 3, 4]",10,0.25,9,1,1,2
"Anyway,"" he added, ""there seems to be no Sun-tap station on any of them.","[6, 2, 5, 5, 5, 2, 2, 2, 7, 7, 2, 3, 2, 4]",54,"[3, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1]",19,0.0,15,1,1,0
"The next one is beyond the asteroids, in Jupiter's orbit.""","[3, 4, 3, 2, 6, 3, 9, 2, 7, 2, 5]",46,"[1, 1, 1, 1, 1, 1, 3, 1, 3, 0, 2]",15,0.0,6,1,1,1
"During the next few days, Lockhart and the two astrogators were busy working out a rather complex maneuver, which consisted of having the ship jump over the asteroid belt rather than travel directly through it.","[6, 3, 4, 3, 4, 8, 3, 3, 3, 11, 4, 4, 7, 3, 1, 6, 7, 8, 5, 9, 2, 6, 3, 4, 4, 4, 3, 8, 4, 6, 4, 6, 8, 7, 2]",173,"[2, 1, 1, 1, 1, 2, 1, 1, 1, 4, 1, 2, 2, 1, 1, 2, 2, 3, 1, 2, 1, 2, 1, 1, 1, 2, 1, 3, 1, 2, 1, 2, 3, 1, 1]",55,-0.06,12,0,0,3
"While the orbits of thousands of the larger asteroids had been charted, there were thousands more that consisted of just chunks of rock too small to notice.","[5, 3, 6, 2, 9, 2, 3, 6, 9, 3, 4, 7, 5, 4, 9, 4, 4, 9, 2, 4, 6, 2, 4, 3, 5, 2, 6]",128,"[1, 1, 2, 1, 2, 1, 1, 2, 3, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2]",35,0.0833333333333,4,0,0,3
They could not chance a collision with one of these--yet to work out the whereabouts of all of them was impossibly time-consuming.,"[4, 5, 3, 6, 1, 9, 4, 3, 2, 5, 3, 2, 4, 3, 3, 11, 2, 3, 2, 4, 3, 10, 14]",106,"[1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 4, 5]",35,-0.666666666667,5,0,0,0
"What the _Magellan_ did was to depart from the plane of the ecliptic, that level around the Sun to which all the planets generally adhere, and to draw outward so as to avoid the path of the asteroids, then to come back in onto the orbit and plane of Jupiter.","[4, 3, 8, 3, 3, 2, 6, 4, 3, 5, 2, 3, 8, 4, 5, 6, 3, 3, 2, 5, 3, 3, 7, 9, 6, 3, 2, 4, 7, 2, 2, 2, 5, 3, 4, 2, 3, 9, 4, 2, 4, 4, 2, 4, 3, 5, 3, 5, 2, 7]",203,"[1, 1, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 4, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 3]",70,0.025,12,0,0,3
"This involved some tricky work with the various gravitational lines, using Mars and the Sun for repulsion and certain stars for attraction.","[4, 8, 4, 6, 4, 4, 3, 7, 13, 5, 5, 4, 3, 3, 3, 3, 9, 3, 7, 5, 3, 10]",116,"[1, 2, 1, 2, 1, 1, 1, 2, 5, 1, 2, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 3]",35,0.107142857143,1,0,0,3
"There were quite a number of gravity shifts, and during this period no one could be quite sure what his weight would be from one moment to another.","[5, 4, 5, 1, 6, 2, 7, 6, 3, 6, 4, 6, 2, 3, 5, 2, 5, 4, 4, 3, 6, 5, 2, 4, 3, 6, 2, 7]",118,"[1, 1, 1, 1, 2, 1, 3, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3]",36,0.5,11,0,0,2
"There were several periods of zero gravity, when the crew members would float and face the complex annoyances of a steady feeling of free fall.","[5, 4, 7, 7, 2, 4, 7, 4, 3, 4, 7, 5, 5, 3, 4, 3, 7, 10, 2, 1, 6, 7, 2, 4, 4]",117,"[1, 1, 3, 2, 1, 2, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 3, 1, 1, 3, 2, 1, 1, 1]",38,0.0666666666667,4,0,0,3
"Burl, after a couple of such sessions, got the hang of it rather comfortably.","[4, 5, 1, 6, 2, 4, 8, 3, 3, 4, 2, 2, 6, 11]",61,"[1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 4]",20,0.2,16,1,1,2
Lockhart looked at him oddly and smiled.,"[8, 6, 2, 3, 5, 3, 6]",33,"[2, 1, 1, 1, 2, 1, 1]",9,0.216666666667,9,1,1,1
"""Glad to know it.","[4, 2, 4, 2]",12,"[1, 1, 1, 1]",4,0.5,17,1,1,2
"I may have a task for you soon, then.""","[1, 3, 4, 1, 4, 3, 3, 4, 4]",27,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",9,0.0,6,1,1,1
Others found the weightless conditions not so bearable.,"[6, 5, 3, 10, 10, 3, 2, 8]",47,"[2, 1, 1, 2, 3, 1, 1, 3]",14,0.0,6,1,1,1
"One of the engineering crew, Detmar, had to be hospitalized.","[3, 2, 3, 11, 4, 6, 3, 2, 2, 12]",48,"[1, 1, 1, 4, 1, 2, 1, 1, 1, 4]",17,0.0,15,1,1,1
What he had resembled severe seasickness.,"[4, 2, 3, 9, 6, 11]",35,"[1, 1, 1, 2, 2, 4]",11,0.0,6,1,1,1
Oberfield also experienced moments of acute upset.,"[9, 4, 11, 7, 2, 5, 5]",43,"[4, 2, 4, 2, 1, 2, 2]",17,0.7,14,1,1,2
Boulton's condition did not change.,"[7, 2, 9, 3, 3, 6]",30,"[2, 0, 3, 1, 1, 1]",8,0.0,6,1,1,1
"Once or twice he stirred slightly in his sleep, and seemed to murmur something, but then he would lapse back into his coma.","[4, 2, 5, 2, 7, 8, 2, 3, 5, 3, 6, 2, 6, 9, 3, 4, 2, 5, 5, 4, 4, 3, 4]",98,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 2, 1, 2]",29,-0.0888888888889,2,0,0,0
"Fortunately he did not resist food, and did swallow liquids forced into his mouth.","[11, 2, 3, 3, 6, 4, 3, 3, 7, 7, 6, 4, 3, 5]",67,"[5, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 2, 1, 1]",22,0.05,15,1,1,0
"Except for one or two rare intervals, communication with Earth had ceased.","[6, 3, 3, 2, 3, 4, 9, 13, 4, 5, 3, 6]",61,"[2, 1, 1, 1, 1, 1, 3, 5, 1, 2, 1, 2]",21,0.3,16,1,1,2
"Besides, the mother world was now moving away from them and would pass behind the Sun.","[7, 3, 6, 5, 3, 3, 6, 4, 4, 4, 3, 5, 4, 6, 3, 3]",69,"[2, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1]",21,-0.4,18,1,1,0
